Entity Type,USDOT Number,USDOT Status,MCS-150 Mileage Year,MCS-150 Form Date,Legal Name,DBA Name,Physical Address,Phone,Mailing Address,URL,Error
CARRIER/SHIPPER  ,1097110 ,ACTIVE  ,"510,638 (2002) ",02/04/2003 ,RAQUEL SANTIAGO ,MARANATHA TRUCKING CORP ,"863 EVANGELINE AVENUE
ORLANDO, FL   32809  ",(407) 826-5815  ,"863 EVANGELINE AVENUE
ORLANDO, FL   32809  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1097110&original_query_string=RAQUEL SANTIAGO,N/A
CARRIER  ,2190771 ,ACTIVE  ,"1,000 (2022) ",02/17/2023 ,REAGAN D YOUNGBLOOD , ,"2542 HENDERSONVILLE RD
ARDEN, NC   28704  ",(828) 808-2050  ,"PO BOX 982
ARDEN, NC   28704  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2190771&original_query_string=REAGAN D YOUNGBLOOD,N/A
CARRIER/SHIPPER  ,2840667 ,ACTIVE  ,"7,500 (2022) ",02/17/2023 ,REAR VIEW TRANSPORT LLC , ,"9504 N 5000 E RD
MANTENO, IL   60950-3555  ",(815) 545-5848  ,"9504 N 5000 E RD
MANTENO, IL   60950-3555  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2840667&original_query_string=REAR VIEW TRANSPORT LLC,N/A
CARRIER  ,896747 ,ACTIVE  , , ,RICHARD L STRANGE , ,"90 WEST 200 SOUTH
SPANISH FORK, UT   84660  ",(435) 798-6048  ,"90 WEST 200 SOUTH
SPANISH FORK, UT   84660  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=896747&original_query_string=RICHARD L STRANGE,N/A
CARRIER  ,792408 ,ACTIVE  , , ,RICHARD R KRANCE ,KRANCE FARM ,"936 M ROAD
CHAPMAN, NE   68827  ",(308) 946-3451  ,"936 M ROAD
CHAPMAN, NE   68827  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=792408&original_query_string=RICHARD R KRANCE,N/A
CARRIER  ,1257582 ,ACTIVE  , ,06/11/2004 ,ROBERT J HOAGLAND ,R AND R TREE SERVICE ,"1627 S 300 E
PERU, IN   46970  ",(765) 473-6918  ,"1627 S 300 E
PERU, IN   46970  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1257582&original_query_string=ROBERT J HOAGLAND,N/A
CARRIER  ,340776 ,ACTIVE  ,"2,650 (2002) ",06/09/2003 ,ROBERT VANDENBOS , ,"1526 VALE VIEW RD
VALE, OR   97918  ",(503) 473-2584  ,"1526 VALE VIEW RD
VALE, OR   97918  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=340776&original_query_string=ROBERT VANDENBOS,N/A
CARRIER  ,2606861 ,ACTIVE  , , ,ROBERTO BOLANOS , ,"14944 SHERMAN WAY B101
VAN NUYS, CA   91405  ",(310) 940-1469  ,"14944 SHERMAN WAY B101
VAN NUYS, CA   91405  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2606861&original_query_string=ROBERTO BOLANOS,N/A
SHIPPER  ,529489 ,ACTIVE  , , ,ROCK SPRINGS FORD NISSAN , ,"88 CENTER
ROCK SPRINGS, WY   82902  ",(307) 382-6500  ,"P O BOX 1568
ROCK SPRINGS, WY   82902  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=529489&original_query_string=ROCK SPRINGS FORD NISSAN,N/A
CARRIER  ,2852695 ,ACTIVE  , , ,ROCKLAND GROUP INC , ,"10665 RUSH ST
SOUTH EL MONTE, CA   91733  ",(626) 575-8989  ,"10665 RUSH ST
SOUTH EL MONTE, CA   91733  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2852695&original_query_string=ROCKLAND GROUP INC,N/A
CARRIER  ,2811441 ,ACTIVE  , , ,ROGELIO BOLANOS , ,"2427 S PAGE AVE
FRESNO, CA   93725  ",(559) 497-8026  ,"2427 S PAGE AVE
FRESNO, CA   93725  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2811441&original_query_string=ROGELIO BOLANOS,N/A
CARRIER  ,777637 ,ACTIVE  , , ,ROLAND DAMMANN ,DAMMANN FARMS ,"129 ORMSBY ROAD
ST LIBORY, NE   68872  ",(308) 687-6345  ,"129 ORMSBY ROAD
ST LIBORY, NE   68872  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=777637&original_query_string=ROLAND DAMMANN,N/A
CARRIER  ,2748947 ,ACTIVE  , , ,ROLAND J STUMON ,ROLAND J. STUMON TRKG. ,"5447 NORWALK BLVD APT. 12-A
WHITTIER, CA   90606  ",(562) 695-1168  ,"5447 NORWALK BLVD APT. 12-A
WHITTIER, CA   90606  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2748947&original_query_string=ROLAND J STUMON,N/A
CARRIER  ,2748947 ,ACTIVE  , , ,ROLAND J STUMON ,ROLAND J. STUMON TRKG. ,"5447 NORWALK BLVD APT. 12-A
WHITTIER, CA   90606  ",(562) 695-1168  ,"5447 NORWALK BLVD APT. 12-A
WHITTIER, CA   90606  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2748947&original_query_string=ROLAND J. STUMON TRKG.,N/A
CARRIER  ,1006795 ,ACTIVE  , ,01/09/2001 ,ROLAND W BLOCK , ,"RT 1 BOX 25
MELLEN, WI   54546  ", ,"RT 1 BOX 25
MELLEN, WI   54546  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1006795&original_query_string=ROLAND W BLOCK,N/A
CARRIER  ,1790344 ,ACTIVE  , ,07/09/2008 ,RONNIE HANSON ,PROFESSIONAL LAWNS ,"7995 FAIRFAX RD
BLOOMINGTON, IN   47401  ",(812) 327-8315  ,"7995 FAIRFAX RD
BLOOMINGTON, IN   47401  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1790344&original_query_string=RONNIE HANSON,N/A
CARRIER  ,767058 ,ACTIVE  , , ,ROY W HAUPTMAN , ,"RR 1 BOX 165A
NEBRASKA CITY, NE   68410  ",(402) 873-6191  ,"RR 1 BOX 165A
NEBRASKA CITY, NE   68410  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=767058&original_query_string=ROY W HAUPTMAN,N/A
CARRIER  ,688356 ,ACTIVE  ,"45,000 (2023) ",02/15/2024 ,RUBEN AND ROLAND AGUIRRE & ALL PARTNERS ,RIO TRAILER SHOP ,"807 VETERANS BLVD REAR
DEL RIO, TX   78840  ",(830) 775-5533  ,"807 VETERANS BLVD REAR
DEL RIO, TX   78840  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=688356&original_query_string=RUBEN AND ROLAND AGUIRRE & ALL PARTNERS,N/A
CARRIER  ,2353050 ,ACTIVE  ,"45,000 (2023) ",11/17/2024 ,RYAN MAPSTON ,MAPSTON TRUCKING ,"721 WILLOW CREEK RD
BELT, MT   59412  ",(406) 868-2295  ,"755 WILLOW CREEK RD
BELT, MT   59412  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2353050&original_query_string=RYAN MAPSTON,N/A
CARRIER  ,1156545 ,ACTIVE  , ,08/01/2003 ,RYAN OMARRO , ,"5000 S PINE RD
RHINELANDER, WI   54501  ",(715) 362-2736  ,"5000 S PINE RD
RHINELANDER, WI   54501  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1156545&original_query_string=RYAN OMARRO,N/A
CARRIER  ,3382467 ,ACTIVE  ,"62,000 (2023) ",02/12/2024 ,WARREN DAVIS ,S & D TRANSPORT ,"10301 CARDALE ST SW
BEACH CITY, OH   44608  ",(330) 756-2085  ,"10301 CARDALE ST SW
BEACH CITY, OH   44608  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=3382467&original_query_string=S & D TRANSPORT,N/A
CARRIER  ,1477332 ,ACTIVE  , ,03/12/2006 ,S & D TRANSPORT INC , ,"10950 NORTH WALLACE LANE
TREMONTON, UT   84337  ",(435) 512-9806  ,"10950 NORTH WALLACE LANE
TREMONTON, UT   84337  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1477332&original_query_string=S & D TRANSPORT INC,N/A
CARRIER/CARGO TANK  ,325340 ,ACTIVE  ,"244,660 (2023) ",10/07/2024 ,S & F TRUCKING COMPANY , ,"1445 MONMOUTH BLVD
GALESBURG, IL   61401  ",(309) 343-1606  ,"1445 MONMOUTH BLVD
GALESBURG, IL   61401  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=325340&original_query_string=S & F TRUCKING COMPANY,N/A
CARRIER  ,2896433 ,ACTIVE  ,"80,673 (2022) ",01/16/2023 ,S&G TRANS LLC , ,"227 S WALNUT AVE
KERMAN, CA   93630  ",(559) 458-3150  ,"227 S WALNUT AVE
KERMAN, CA   93630-1376  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2896433&original_query_string=S&G TRANS LLC,N/A
CARRIER  ,2120488 ,ACTIVE  ,"86,400 (2023) ",11/17/2024 ,SAMTOSH TRANSPORTATION LLC , ,"58 OREAD ST APT 3
WORCESTER, MA   01608  ",(774) 253-3194  ,"58 OREAD ST APT 3
WORCESTER, MA   01608  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2120488&original_query_string=SAMTOSH TRANSPORTATION LLC,N/A
CARRIER  ,1759006 ,ACTIVE  ,"5,000 (2007) ",04/09/2008 ,CLARK ENTERPRISES OF MIDLAND INC ,SANDY RIDGE GOLF COURSE ,"2750 W LAURIA RD
MIDLAND, MI   48642  ",(989) 631-6010  ,"PO BOX 2121
MIDLAND, MI   48641  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1759006&original_query_string=SANDY RIDGE GOLF COURSE,N/A
CARRIER  ,2734204 ,ACTIVE  , , ,SAUL O HERNANDEZ , ,"3929 E 1ST STREET APT 3202
LOS ANGELES, CA   90063  ",(818) 588-2840  ,"3929 E 1ST STREET APT 3202
LOS ANGELES, CA   90063  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2734204&original_query_string=SAUL O HERNANDEZ,N/A
CARRIER  ,1914391 ,ACTIVE  ,"7,500 (2024) ",01/07/2025 ,SEAN CASSENS ,CASSENS FARMS ,"5103 SOUTH STREET
GALT, IL   61037  ",(815) 441-0068  ,"5101 W LINCOLNWAY
STERLING, IL   61081  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1914391&original_query_string=SEAN CASSENS,N/A
CARRIER  ,1137342 ,ACTIVE  , ,05/12/2003 ,SEBASTIAN PALLET , ,"690 4TH PL
VERO BEACH, FL   32962  ",(772) 770-0888  ,"690 4TH PL
VERO BEACH, FL   32962  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1137342&original_query_string=SEBASTIAN PALLET,N/A
CARRIER  ,1345665 ,ACTIVE  ,"2,500 (2004) ",06/09/2006 ,SHANE B BALDWYN ,BALDWYN LAND CLEARING INC ,"10471 REID STAFFORD RD
GLEN ST MARY, FL   32040  ",(904) 259-9947  ,"10471 REID STAFFORD RD
GLEN ST MARY, FL   32040  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1345665&original_query_string=SHANE B BALDWYN,N/A
CARRIER  ,2606919 ,ACTIVE  , , ,SHANG H CHEN , ,"4988 CORONA AVE
VERNON, CA   90058  ",(323) 582-8003  ,"4988 CORONA AVE
VERNON, CA   90058  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2606919&original_query_string=SHANG H CHEN,N/A
CARRIER  ,1081014 ,ACTIVE  ,"20,000 (2001) ",09/30/2002 ,SHAWANO WELL DRILLING INC , ,"W9618 ANGLE ROAD
SHAWANO, WI   54166  ",(715) 526-5075  ,"W9618 ANGLE ROAD
SHAWANO, WI   54166  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1081014&original_query_string=SHAWANO WELL DRILLING INC,N/A
CARRIER  ,1345693 ,ACTIVE  ,"15,000 (2021) ",01/19/2023 ,SHEAHAN INC ,AL'S EXCAVATING AND SHEAHAN FARMS ,"W1372 SHEAHAN RD
NELSON, WI   54756  ",(715) 946-3327  ,"S890 ARNOLDS DR
NELSON, WI   54756  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1345693&original_query_string=SHEAHAN INC,N/A
SHIPPER  ,405695 ,ACTIVE  , , ,SMITH ALSOP PAINT & WALLPAPER COMPANY , ,"228 NORTH COURT
FLORENCE, AL   35630  ", ,"228 NORTH COURT
FLORENCE, AL   35630  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=405695&original_query_string=SMITH ALSOP PAINT & WALLPAPER COMPANY,N/A
CARRIER  ,1050508 ,ACTIVE  , ,08/22/2002 ,SMITH AUTO COMPANY , ,"131 SOUTH MAIN
NEPHI, UT   84648  ",(435) 623-0222  ,"131 SOUTH MAIN
NEPHI, UT   84648  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1050508&original_query_string=SMITH AUTO COMPANY,N/A
CARRIER  ,1664074 ,ACTIVE  ,"29,096 (2022) ",06/28/2024 ,SOMEX TRANSPORTATION INC , ,"15721 PEDLAR MILLS RD
CHARLOTTE, NC   28278-7686  ",(617) 304-1487  ,"15721 PEDLAR MILLS RD
CHARLOTTE, NC   28278-7686  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1664074&original_query_string=SOMEX TRANSPORTATION INC,N/A
SHIPPER  ,407290 ,ACTIVE  , , ,SOUTHERN BELTING & TRANSMISSION CO , ,"6021 COCA COLA BLVD
COLUMBUS, GA   31909-5532  ",(706) 561-6946  ,"P O BOX 9065
COLUMBUS, GA   31908-9065  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=407290&original_query_string=SOUTHERN BELTING & TRANSMISSION CO,N/A
CARRIER  ,1628482 ,ACTIVE  ,"10,000 (2006) ",04/05/2007 ,SOUTHERN ELECTRICAL & MECHANICAL INC , ,"6156 HWY 80 EAST
LOWNDESBORO, AL   36752  ",(334) 281-4846  ,"6156 HWY 80 EAST
LOWNDESBORO, AL   36752  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1628482&original_query_string=SOUTHERN ELECTRICAL & MECHANICAL INC,N/A
CARRIER  ,2784882 ,ACTIVE  ,"63,344 (2015) ",04/06/2016 ,SPARTAN DAY CAMP , ,"4725 DALE CURTIN DR
MCFARLAND, WI   53558  ",(608) 438-3003  ,"PO BOX 441
MCFARLAND, WI   53558  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2784882&original_query_string=SPARTAN DAY CAMP,N/A
CARRIER  ,1431030 ,ACTIVE  ,"27,881 (2023) ",03/01/2024 ,SPE AUTO TRANSPORT LLC , ,"1401 NW 28TH COURT
BATTLE GROUND, WA   98604  ",(360) 600-5174  ,"1401 NW 28TH COURT
BATTLE GROUND, WA   98604  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1431030&original_query_string=SPE AUTO TRANSPORT LLC,N/A
CARRIER  ,1419153 ,ACTIVE  ,"15,000 (2021) ",01/27/2023 ,LESLIE LAVERNE SPECKMANN ,SPECKMANN CHOPPING ,"62595 725 RD
ELK CREEK, NE   68348  ",(402) 335-2393  ,"62595 725 RD
ELK CREEK, NE   68348  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1419153&original_query_string=SPECKMANN CHOPPING,N/A
CARRIER  ,3973429 ,ACTIVE  ,"5,668 (2023) ",11/16/2024 ,SQUARE ONE ALLIANCE LLP , ,"153 CENTENARY AVE NW
CLEVELAND, TN   37311  ",(571) 216-3202  ,"153 CENTENARY AVE NW
CLEVELAND, TN   37311-4420  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=3973429&original_query_string=SQUARE ONE ALLIANCE LLP,N/A
CARRIER  ,1869220 ,ACTIVE  , ,03/25/2009 ,SRJ LANDSCAPING INC , ,"11 INDIAN HILL RD
SHRUB OAK, NY   10588  ",(914) 659-4244  ,"11 INDIAN HILL RD
SHRUB OAK, NY   10588  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1869220&original_query_string=SRJ LANDSCAPING INC,N/A
CARRIER  ,2638841 ,ACTIVE  ,"20,000 (2015) ",05/27/2015 ,STAND OUT CARPET CLEANING & BUILDING MAINTENANCE ,STAND OUT CLEANING & RESTORATION ,"1820 11TH AVENUE SOUTH
MINNEAPOLIS, MN   55404  ",(612) 598-5068  ,"1820 11TH AVENUE SOUTH
MINNEAPOLIS, MN   55404  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2638841&original_query_string=STAND OUT CARPET CLEANING & BUILDING MAINTENANCE,N/A
CARRIER  ,2638841 ,ACTIVE  ,"20,000 (2015) ",05/27/2015 ,STAND OUT CARPET CLEANING & BUILDING MAINTENANCE ,STAND OUT CLEANING & RESTORATION ,"1820 11TH AVENUE SOUTH
MINNEAPOLIS, MN   55404  ",(612) 598-5068  ,"1820 11TH AVENUE SOUTH
MINNEAPOLIS, MN   55404  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2638841&original_query_string=STAND OUT CLEANING & RESTORATION,N/A
SHIPPER  ,408238 ,ACTIVE  , , ,STANDARD CHEMICAL CORP , ,"15571 COMMERCE LN
HUNTINGTON BEACH, CA   92649-1601  ", ,"15571 COMMERCE LN
HUNTINGTON BEACH, CA   92649-1601  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=408238&original_query_string=STANDARD CHEMICAL CORP,N/A
CARRIER  ,725519 ,ACTIVE  ,"30,560 () ", ,STANLEY 'GENE' WELLS ,GENE WELLS TRUCKING SERVICE ,"306 SOUTH MAIN
DONNELLSON, IA   52625  ",(319) 835-5345  ,"306 SOUTH MAIN
DONNELLSON, IA   52625  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=725519&original_query_string=STANLEY 'GENE' WELLS,N/A
CARRIER  ,646471 ,ACTIVE  , , ,STANLEY KEEL TRUCKING , ,"RT 3 BOX 2970
VAN LEAR, KY   41265  ",(606) 789-5247  ,"RT 3 BOX 2970
VAN LEAR, KY   41265  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=646471&original_query_string=STANLEY KEEL TRUCKING,N/A
CARRIER  ,729733 ,ACTIVE  , , ,STANLEY NAPIER , ,"RD 472 BOX 756
MANCHESTER, KY   40962  ",(606) 598-0014  ,"RT 1 BOX 756
MANCHESTER, KY   40962  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=729733&original_query_string=STANLEY NAPIER,N/A
CARRIER  ,987618 ,ACTIVE  , ,10/29/2001 ,STEINHATCHEE CRANE LLC , ,"303 SECOND ST NE
STEINHATCHEE, FL   32359-0443  ",(352) 498-2012  ,"POST OFFICE BOX 443
STEINHATCHEE, FL   32359-0443  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=987618&original_query_string=STEINHATCHEE CRANE LLC,N/A
CARRIER  ,2924807 ,ACTIVE  , ,08/31/2016 ,STENSLAND CONSTRUCTION LLC , ,"4017 16TH AVE NW
ROCHESTER, MN   55901-1374  ",(507) 254-2364  ,"4017 16TH AVE NW
ROCHESTER, MN   55901-1374  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2924807&original_query_string=STENSLAND CONSTRUCTION LLC,N/A
CARRIER  ,1220998 ,ACTIVE  ,200 (2004) ,03/10/2004 ,STEPP'S GARAGE AND TOWING , ,"659 COLUMBIA HWY
CHESTER, SC   29706  ",(803) 581-5466  ,"BOX 659 COLUMBIA HWY
CHESTER, SC   29706  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1220998&original_query_string=STEPP'S GARAGE AND TOWING,N/A
CARRIER  ,860320 ,ACTIVE  ,"40,000 (1999) ", ,STEVENS TROPICAL PLANTATION INC ,THE STEVENS COMPANY ,"6550 OKEECHOBEE BLVD
WEST PALM BEACH, FL   33411  ",(561) 683-4701  ,"6550 OKEECHOBEE BLVD
WEST PALM BEACH, FL   33411  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=860320&original_query_string=STEVENS TROPICAL PLANTATION INC,N/A
SHIPPER  ,415688 ,ACTIVE  , , ,STRICKLAND AUTOMOTIVE WAREHOUSE , ,"3106 MAPLE AVENUE
LOS ANGELES, CA   90011  ",(213) 232-3551  ,"3106 MAPLE AVENUE
LOS ANGELES, CA   90011  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=415688&original_query_string=STRICKLAND AUTOMOTIVE WAREHOUSE,N/A
CARRIER  ,1627434 ,ACTIVE  , ,04/03/2007 ,BOBBY STRICKLAND ,STRICKLAND GRADING ,"293 MATSON ROAD
MUNFORD, AL   36268  ",(256) 591-5184  ,"PO BOX 285
MUNFORD, AL   36268  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1627434&original_query_string=STRICKLAND GRADING,N/A
CARRIER  ,3356012 ,ACTIVE  , ,01/15/2021 ,CEDRIC YOUNG ,STUMP HOLLOW TRANSPORT ,"481 COUNTY ROAD 3
ORRVILLE, AL   36767-2563  ",(334) 412-1115  ,"481 COUNTY ROAD 3
ORRVILLE, AL   36767-2563  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=3356012&original_query_string=STUMP HOLLOW TRANSPORT,N/A
CARRIER  ,878054 ,ACTIVE  ,"5,000 (2002) ",03/30/2009 ,SUBURBAN MOBILE CONCRETE LLC , ,"28 ROSE ROAD
WEST NYACK, NY   10994  ",(845) 624-1984  ,"28 ROSE ROAD
WEST NYACK, NY   10994  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=878054&original_query_string=SUBURBAN MOBILE CONCRETE LLC,N/A
SHIPPER  ,407836 ,ACTIVE  , , ,SULLIVAN VARNISH COMPANY , ,"410 N HART ST
CHICAGO, IL   60622-6234  ", ,"410 N HART ST
CHICAGO, IL   60622-6234  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=407836&original_query_string=SULLIVAN VARNISH COMPANY,N/A
CARRIER  ,4177821 ,ACTIVE  ,"20,000 (2023) ",01/16/2024 ,CESAR RAMIREZ MORALES ,SUNNY SAN DIEGO TREE SERVICE ,"1101 CONWAY DR
ESCONDIDO, CA   92027-1466  ",(619) 897-5516  ,"1101 CONWAY DR
ESCONDIDO, CA   92027-1466  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=4177821&original_query_string=SUNNY SAN DIEGO TREE SERVICE,N/A
CARRIER  ,1545473 ,ACTIVE  ,"161,912 (2006) ",08/22/2006 ,SUNSET BAY RATTAN INC ,ANDREA BASKETS ,"1401 LAKELAND AVE
BOHEMIA, NY   11716  ",(631) 231-4888  ,"1401 LAKELAND AVE
BOHEMIA, NY   11716  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1545473&original_query_string=SUNSET BAY RATTAN INC,N/A
